2025-06-18 10:28:52 WARN  [http-nio-8080-exec-3] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: POST, URL: /api/customers/register/initiate, Status: 400, Time: 248 ms, Headers: content-type=application/json, accept=*/*, user-agent=PostmanRuntime/7.44.1, postman-token=***HIDDEN***, host=localhost:8080, accept-encoding=gzip, deflate, br, connection=keep-alive, content-length=263
2025-06-18 16:49:09 INFO  [http-nio-8080-exec-7] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/status, Status: 200, Time: 13 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54445", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:49:09 INFO  [http-nio-8080-exec-8] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/detail/9704522166661, Status: 200, Time: 9 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54445", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:49:20 INFO  [http-nio-8080-exec-9] ACCESS_LOG - Updated Keycloak user with ID: 831e1512-a932-4e6b-8050-cef6f1e55640
2025-06-18 16:49:21 INFO  [http-nio-8080-exec-9] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: PUT, URL: /api/customers/update, Status: 200, Time: 1334 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: content-length=213, sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54445", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
2025-06-18 16:49:22 INFO  [http-nio-8080-exec-10] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/detail/9704522166661, Status: 200, Time: 20 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54445", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:49:28 INFO  [http-nio-8080-exec-1] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/status, Status: 200, Time: 17 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54445", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:49:28 INFO  [http-nio-8080-exec-2] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/list?page=0&size=10&keyword=***HIDDEN***, Status: 200, Time: 67 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54445", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:49:49 INFO  [http-nio-8080-exec-3] ACCESS_LOG - Updated customer status for CIF: 9704520172460 from SUSPENDED to SUSPENDED
2025-06-18 16:49:49 INFO  [http-nio-8080-exec-3] ACCESS_LOG - KYC status updated to PENDING for CIF: 9704520172460
2025-06-18 16:49:49 INFO  [http-nio-8080-exec-3] ACCESS_LOG - Syncing customer status for CIF: 9704520172460
2025-06-18 16:49:50 INFO  [http-nio-8080-exec-3] ACCESS_LOG - Successfully synced customer status for CIF: 9704520172460
2025-06-18 16:49:50 INFO  [http-nio-8080-exec-3] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: PUT, URL: /api/customers/status, Status: 200, Time: 583 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: content-length=48, sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54445", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
2025-06-18 16:49:50 INFO  [http-nio-8080-exec-4] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/list?page=0&size=10&keyword=***HIDDEN***, Status: 200, Time: 66 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54445", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:51:35 INFO  [http-nio-8080-exec-6] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/status, Status: 200, Time: 12 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54457", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:51:35 INFO  [http-nio-8080-exec-7] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/detail/9704520172460, Status: 200, Time: 11 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54457", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:51:37 INFO  [http-nio-8080-exec-8] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/status, Status: 200, Time: 11 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54457", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:51:37 INFO  [http-nio-8080-exec-9] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/list?page=0&size=10&keyword=***HIDDEN***, Status: 200, Time: 52 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54457", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:51:38 INFO  [http-nio-8080-exec-10] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/status, Status: 200, Time: 7 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54457", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:51:39 INFO  [http-nio-8080-exec-1] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/detail/9704520172460, Status: 200, Time: 11 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54457", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:51:40 INFO  [http-nio-8080-exec-2] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/status, Status: 200, Time: 9 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54457", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:51:40 INFO  [http-nio-8080-exec-3] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/list?page=0&size=10&keyword=***HIDDEN***, Status: 200, Time: 51 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54457", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:51:43 INFO  [http-nio-8080-exec-4] ACCESS_LOG - Updated customer status for CIF: 9704520172460 from ACTIVE to ACTIVE
2025-06-18 16:51:43 INFO  [http-nio-8080-exec-4] ACCESS_LOG - KYC status updated to VERIFIED for CIF: 9704520172460
2025-06-18 16:51:43 INFO  [http-nio-8080-exec-4] ACCESS_LOG - Syncing customer status for CIF: 9704520172460
2025-06-18 16:51:43 INFO  [http-nio-8080-exec-4] ACCESS_LOG - Successfully synced customer status for CIF: 9704520172460
2025-06-18 16:51:43 INFO  [http-nio-8080-exec-4] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: PUT, URL: /api/customers/status, Status: 200, Time: 55 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: content-length=45, sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54457", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
2025-06-18 16:51:43 INFO  [http-nio-8080-exec-5] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: GET, URL: /api/customers/list?page=0&size=10&keyword=***HIDDEN***, Status: 200, Time: 48 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54457", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080, content-length=0
2025-06-18 16:53:58 INFO  [http-nio-8080-exec-7] ACCESS_LOG - Updated Keycloak password for userId: 6ce3eb79-3988-4bdb-9e10-1fc435cf3f62
2025-06-18 16:53:58 INFO  [http-nio-8080-exec-7] ACCESS_LOG - User 6ce3eb79-3988-4bdb-9e10-1fc435cf3f62 updated password
2025-06-18 16:53:58 INFO  [http-nio-8080-exec-7] ACCESS_LOG - IP: 0:0:0:0:0:0:0:1, Method: PUT, URL: /api/customers/update-password, Status: 200, Time: 236 ms, ClientInfo: RemoteUser=6ce3eb79-3988-4bdb-9e10-1fc435cf3f62, Headers: content-length=94, sec-ch-ua-platform="Windows", authorization=***HIDDEN***, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Sa..., accept=application/json, text/plain, */*, sec-ch-ua="Google Chrome";v="137", "Chromium";v="137", "Not/A)Brand";v="24", content-type=application/json, sec-ch-ua-mobile=?0, origin=http://localhost:4200, sec-fetch-site=same-site, sec-fetch-mode=cors, sec-fetch-dest=empty, referer=http://localhost:4200/, accept-encoding=gzip, deflate, br, zstd, accept-language=vi-VN,vi;q=0.9,fr-FR;q=0.8,fr;q=0.7,en-US;q=0.6,en;q=0.5, forwarded=proto=http;host="localhost:8888";for="[0:0:0:0:0:0:0:1]:54470", x-forwarded-for=0:0:0:0:0:0:0:1, x-forwarded-proto=http, x-forwarded-port=8888, x-forwarded-host=localhost:8888, host=localhost:8080
